indice_tiempo,ica_importaciones_brasil,ica_importaciones_paraguay,ica_importaciones_uruguay,ica_importaciones_venezuela,ica_importaciones_total_mercosur,ica_importaciones_bolivia,ica_importaciones_chile,ica_importaciones_colombia,ica_importaciones_mexico,ica_importaciones_peru,ica_importaciones_alianza_pacifico,ica_importaciones_ecuador,ica_importaciones_resto_al,ica_importaciones_total_resto_al,ica_importaciones_canada,ica_importaciones_estados_unidos,ica_importaciones_alemania,ica_importaciones_autria,ica_importaciones_belgica,ica_importaciones_espana,ica_importaciones_francia,ica_importaciones_italia,ica_importaciones_paises_bajos,ica_importaciones_polonia,ica_importaciones_portugal,ica_importaciones_reino_unido,ica_importaciones_resto_ue_28,ica_importaciones_total_ue_28,ica_importaciones_suiza,ica_importaciones_india,ica_importaciones_rusia,ica_importaciones_china,ica_importaciones_corea,ica_importaciones_indonesia,ica_importaciones_japon,ica_importaciones_tailandia,ica_importaciones_taiwan,ica_importaciones_vietnam,ica_importaciones_resto_pacifico,ica_importaciones_total_pacifico,ica_importaciones_israel,ica_importaciones_australia,ica_importaciones_nueva_zelanda,ica_importaciones_angola,ica_importaciones_argelia,ica_importaciones_egipto,ica_importaciones_marruecos,ica_importaciones_sudafrica,ica_importaciones_resto_africa,ica_importaciones_total_africa,ica_importaciones_resto_mundo,ica_importaciones_totales,ica_participacion_importaciones_aladi_total,ica_importaciones_asean,ica_importaciones_medio_oriente,ica_participacion_import_mercado_comun_centroamericano,ica_participacion_importaciones_can_total,ica_importaciones_total_nafta
1998-05-01,628.953445,39.190046,42.088379,7.61202,717.84389,9.072447,58.476337,9.82615,49.743486,2.460567,120.50654,5.490184,5.147876,858.060937,32.751097,538.647697,153.495337,12.146802,19.876788,103.821188,116.42152,125.449302,15.131377,3.267001,5.245269,70.831589,700.71673,75.030557,27.673404,9.910621,12.305459,100.02595,58.709457,9.214406,105.54109,11.237295,32.571888,1.301846,39.282622,357.884554,6.759922,6.10729,1.635453,0.0,0.010219,0.162084,0.264073,7.594435,10.07444,18.105251,55.239288,2625.797703,854.820729,61.132518,14.615642,1.173538,26.849348,621.14228
1998-06-01,648.648464,33.484565,47.499125,10.889263,740.521417,7.518488,62.812215,5.916829,56.793847,3.208976,128.731867,8.478002,9.904462,895.154236,57.461817,503.856333,162.678021,14.961922,26.029051,115.472719,131.871818,159.652423,22.672314,3.731974,5.049346,96.043909,806.748879,68.585382,33.001244,9.654265,10.537848,110.348223,65.505377,12.831316,143.827936,10.919279,35.982527,1.807363,38.00347,419.225491,6.464769,7.870494,1.131299,0.0,0.006045,1.434047,3.44502,7.289001,0.475472,12.649585,59.346857,2823.103117,889.694706,63.7105,9.703614,0.728662,25.122295,617.272918
1998-07-01,703.576995,30.724739,54.096638,1.398921,789.797293,9.198492,65.674363,7.462818,53.146806,2.893346,129.177333,6.492193,5.915543,940.580854,40.226631,597.548884,178.54553,16.760747,29.826143,124.36449,144.64747,166.803811,18.302959,5.248482,6.294153,75.330719,856.728589,90.604085,28.348938,12.505465,13.460945,119.701509,63.736112,11.334802,123.82856,11.620343,40.101628,2.430598,38.985103,411.738655,9.403115,5.417438,1.506833,0.0,14.416849,0.174266,2.255228,9.03056,9.012428,34.889331,74.932785,3027.288463,936.975289,64.447829,19.034882,1.052497,26.046849,690.637985
1998-08-01,595.717179,27.976524,52.815458,10.048312,686.557473,7.939116,63.200876,8.080738,51.778924,2.583683,125.644221,8.079727,7.597714,835.818251,29.213505,515.661655,168.960198,12.429291,22.949805,125.893637,156.849813,162.109359,18.921154,1.777152,11.85809,58.990225,814.452784,73.71406,23.006097,10.820667,24.016949,109.792693,65.693911,12.818786,107.40245,12.028633,37.623116,2.119371,31.491119,378.970079,12.155376,11.932406,1.934992,0.0,0.001059,0.076208,0.194124,11.351221,9.294866,20.917478,61.594255,2740.494494,831.0115,58.705587,15.908598,1.132245,26.683264,596.600956
1998-09-01,620.941273,24.796495,51.628394,2.150911,699.517073,10.507815,57.698551,5.530266,51.174366,2.247743,116.650926,9.438889,6.067774,842.182477,29.033525,440.383769,162.972526,11.046338,19.397967,98.583003,153.726719,128.49097,19.784972,3.978777,12.27974,62.149542,726.988548,54.577994,64.352086,11.84826,30.569452,142.44655,59.020876,11.030781,112.456051,11.898753,36.307735,2.408221,29.451361,405.020328,7.70992,7.719627,2.054418,0.0,0.0,0.028724,0.324288,14.372557,3.417334,18.142903,74.687325,2660.692638,839.279655,55.638393,14.321615,1.453578,27.724713,520.221771
1998-10-01,588.738233,20.028167,44.818316,6.694184,660.2789,8.227302,56.607859,13.243764,56.679057,2.464347,128.995027,10.645761,6.151729,814.298719,21.320903,478.979994,210.247351,13.388907,26.401253,96.21728,140.213888,103.994282,25.496349,8.208265,4.251719,72.144278,752.369251,51.805679,33.165214,14.313053,17.612784,119.815007,48.928467,12.074773,108.304577,12.513648,32.553261,2.13286,28.757142,365.079735,12.411101,13.024176,2.266518,0.0,0.0,1.167098,0.315099,6.568208,2.262912,10.313317,56.036568,2591.191333,811.545703,55.478423,15.187796,1.320218,34.581174,556.922054
1998-11-01,522.633516,23.008576,38.478252,4.244652,588.364996,9.882598,58.108378,4.730455,54.070655,2.528713,119.438201,9.457042,7.090546,734.233383,34.409621,489.216321,156.186883,6.898321,25.332527,109.491366,139.524521,117.41292,19.238385,2.560861,3.177444,75.849897,710.808559,55.135434,29.004914,11.957449,18.170063,98.259551,37.586355,11.86019,116.274422,10.75859,28.747537,1.55313,26.770157,331.809932,11.757282,9.73451,2.921381,0.0,0.0,0.072547,0.304004,6.443358,10.29718,17.117089,55.318694,2456.459198,730.169925,50.95444,16.609836,1.225517,26.598808,577.689543
1998-12-01,460.930733,21.659257,35.055421,2.147511,519.792922,5.967524,56.326227,11.769329,42.824795,1.549049,112.4694,12.571201,6.125563,656.92661,26.065635,416.404785,113.95453,10.520829,28.792662,96.087538,100.633873,119.642747,21.920246,3.679688,8.058007,71.766485,627.722517,52.665912,23.214359,10.494644,6.471125,96.450405,41.445793,14.484199,89.048649,14.185045,35.450732,1.834423,29.850326,322.749572,10.644112,11.242897,2.165003,0.0,0.0,0.099141,0.263174,9.056545,4.712786,14.131646,49.620996,2177.853901,652.723721,60.353993,12.339994,1.425717,31.857103,485.235683
1999-01-01,384.804857,21.123625,29.674885,10.325471,445.928838,5.862732,45.803152,3.324875,31.068186,1.7599,81.956113,10.982869,5.628397,550.358949,27.625308,347.966658,143.530689,7.984843,29.066247,81.89981,83.703231,112.667376,22.140209,6.293103,3.595602,73.396232,608.220644,43.943302,16.723657,9.687551,8.364105,74.275678,40.008599,11.88441,78.261756,9.746736,29.627568,1.018686,19.806448,264.629881,10.078751,7.816748,2.212185,0.0,0.0,0.185903,0.259301,9.168391,0.487148,10.100743,42.554432,1906.339612,546.240661,42.651857,10.890359,1.310467,21.930376,406.652111
1999-02-01,393.78024,19.103167,32.304703,8.213817,453.401927,6.561282,43.855554,3.510128,32.201923,1.232863,80.800468,6.176725,4.899008,551.83941,22.198452,384.214518,104.524098,5.908767,18.406139,80.749121,93.454414,92.872982,28.926434,0.883618,3.290124,55.525341,534.20023,49.659192,16.785297,8.12648,7.537679,65.797468,37.537688,7.037591,89.758698,9.809839,22.341871,0.427424,20.148959,252.859538,7.109807,11.418511,1.859856,0.0,0.0,0.151177,0.246755,3.358581,8.393621,12.150134,45.428507,1855.728419,549.78719,37.514915,8.507989,0.934689,17.480998,438.602823
1999-03-01,476.336907,29.917971,35.743249,9.846466,551.844593,4.280008,56.140779,4.704713,35.327515,2.801159,98.974166,10.135165,6.228152,671.462084,27.411959,376.393966,117.418166,7.257323,15.257757,89.32986,93.983138,114.077908,27.994615,4.475141,3.212225,61.126903,579.063263,44.930227,23.487763,10.692086,16.767093,89.562106,41.15548,8.235318,89.313778,12.212278,28.405466,2.279908,21.406748,292.571082,6.649216,5.411244,1.882679,0.0,0.0,0.142361,0.322078,5.003795,6.722899,12.191133,54.172593,2078.156161,667.874965,44.134259,8.31076,1.295277,21.921045,439.12533
1999-04-01,403.503051,42.913271,28.929824,3.270791,478.616937,2.114761,50.758833,4.703828,37.252403,1.48986,94.204924,7.862766,4.531217,587.330605,37.142982,331.227885,119.544534,7.419116,18.322266,73.769522,92.513028,104.602938,24.149854,2.156963,3.069462,66.047486,553.901312,42.306143,22.093239,8.487066,10.282023,69.339231,47.413873,6.908447,83.080182,10.802559,22.514798,0.42576,21.358319,261.843169,7.799302,4.481532,1.536312,0.0,0.106267,0.504885,0.307428,4.475824,0.803208,6.197612,41.058926,1873.381965,585.352329,39.496297,10.361117,0.77056,16.171215,405.62327
1999-05-01,453.580753,27.680218,31.116778,1.526617,513.904366,2.748248,55.828445,5.018721,28.647509,1.765258,91.259933,6.579292,4.82237,619.314209,24.483974,412.443052,92.839633,6.736119,16.992035,67.30197,82.87657,106.680764,18.53671,4.373,2.294655,63.335807,493.661182,31.693919,15.327132,7.904878,19.855027,68.058751,39.752859,7.551307,94.482018,8.991515,20.990801,0.704812,22.736296,263.268359,5.94832,3.865344,1.458118,0.0,1.849007,0.770974,0.026536,6.060013,12.163886,20.870416,42.300231,1930.700242,615.520653,40.720349,7.501839,0.762567,16.111519,465.574535
1999-06-01,484.752164,21.476092,39.210603,1.777878,547.216737,2.873438,53.096157,5.015529,39.712297,2.337689,100.161672,7.20326,7.086487,664.541594,22.496611,393.400845,113.70614,6.034886,22.015902,73.970179,231.100029,119.373501,20.602821,2.940704,5.946299,67.110148,714.137538,51.336929,22.219692,8.64877,28.392976,93.699302,41.886923,10.765242,81.882342,9.649429,24.430386,2.428667,25.632466,290.374757,7.695581,4.634671,1.297764,0.0,0.084492,0.180091,0.08315,7.36761,7.211252,14.926595,39.70991,2212.477304,659.327527,48.761651,11.9868,0.784445,17.429916,455.609753
1999-07-01,460.84305,24.342566,32.478597,14.585452,532.249665,3.001716,53.773537,5.489863,37.141664,1.52729,97.932354,9.143081,10.004219,652.331035,18.71181,389.168324,128.73266,7.713314,22.370446,117.701847,198.625781,133.333733,27.584537,2.688181,3.252023,61.850499,746.959509,43.106488,22.402555,9.127371,24.287522,86.48627,56.440762,9.223491,100.830112,10.468723,25.003091,1.06978,28.095917,317.618146,10.24882,9.448403,1.797457,0.0,0.101713,0.29964,0.079751,9.360021,16.516677,26.357802,49.692176,2278.15093,644.229068,48.859149,12.877231,0.581113,19.16195,445.021798
1999-08-01,477.008916,27.493627,30.382781,7.192964,542.078288,3.87792,54.328461,4.94327,42.138128,2.581528,103.991387,8.722159,9.069505,667.739259,20.059736,439.809943,117.216877,11.215727,25.366494,81.892319,197.724367,167.157474,28.786665,2.078301,3.790003,50.68322,740.862524,54.951077,24.596195,9.691497,17.9174,78.860061,56.662317,11.451666,94.230593,13.275875,24.051703,0.98619,27.181874,306.700279,13.833945,5.622655,1.576632,0.0,0.067858,1.192601,0.137639,7.907766,8.7553,18.061164,64.353585,2330.824814,663.145426,52.904757,18.287087,0.391146,20.124877,502.007807
1999-09-01,472.821566,24.672275,31.366634,9.311696,538.172171,2.574446,49.081372,4.176283,41.654749,2.780641,97.693045,9.789934,6.04798,654.277576,20.721401,531.406458,115.348178,5.161636,22.101193,65.832007,91.212429,102.958309,15.695702,0.551608,2.774423,54.904527,528.039479,51.499467,42.179261,11.72323,8.495861,93.865973,69.436269,10.413581,82.638105,11.705973,22.35025,1.40047,32.537709,324.34833,12.053701,8.420441,1.130574,0.0,0.0,1.469745,2.924091,10.226293,13.228114,27.848243,63.324871,2233.969426,650.706986,56.435184,17.369354,0.463333,19.321304,593.782608
1999-10-01,485.233254,22.452105,33.310955,10.300934,551.297248,1.722116,59.316567,4.770575,55.439047,4.672392,124.198581,8.686958,7.083672,692.988575,17.174722,447.827626,121.903253,6.508058,22.253594,83.224726,110.290235,88.648034,21.709099,3.498473,2.428791,74.921412,584.393561,49.007886,43.440749,9.294732,11.146333,97.316883,40.795662,7.854518,87.791484,12.398929,25.634066,0.835648,27.006875,299.634065,11.486469,13.42559,2.549893,0.0,2.572914,2.504097,0.836544,15.10708,1.907623,22.928258,56.794297,2213.08487,690.446843,50.143759,15.484951,0.755745,19.852041,520.441395
1999-11-01,541.117941,20.060287,33.568399,2.182791,596.929418,2.294351,60.11686,5.360252,55.526638,2.797558,123.801308,10.040096,7.907355,740.972528,24.434297,419.574508,119.226887,6.717416,23.123293,84.495722,128.787167,104.03929,18.773834,1.87644,4.255623,83.391308,612.214974,37.527994,23.403428,11.819208,15.671847,125.34244,47.567059,10.542048,99.515417,13.192174,26.689118,1.234357,24.306401,348.389014,6.76787,5.646839,1.331315,0.0,4.565057,0.999975,0.160793,8.146879,9.559115,23.431819,56.402823,2290.06047,734.902847,49.722017,7.842435,0.624474,20.492257,499.535225
1999-12-01,565.178258,22.83166,37.683312,0.772765,626.465995,2.149264,56.439414,4.348908,54.543299,3.082884,118.414505,11.855133,5.160048,764.044945,27.591148,468.188218,115.368673,5.989397,23.90918,99.728046,98.249928,108.221596,19.253308,4.151268,3.751008,95.682634,616.923944,42.618906,21.846036,11.258075,4.433117,108.570706,45.166834,13.533985,86.599096,11.33783,27.230492,1.39708,22.731517,316.56754,10.342246,6.554606,1.425977,0.0,2.905731,0.350652,0.04706,7.276215,0.283775,10.863433,45.243878,2305.283163,762.254066,49.654013,14.858623,0.859161,21.436189,550.321531
2000-01-01,425.835632,17.351061,24.04272,1.148926,468.378339,1.72683,42.571687,3.425476,52.055076,2.208648,100.260887,9.56734,3.951566,583.884962,20.244255,373.046562,116.452787,6.337914,19.789863,75.701371,84.549248,85.97225,16.404779,0.950615,2.872712,63.589443,503.58462,30.963638,15.482302,9.238223,1.819906,82.143498,41.138676,9.657388,72.632305,9.427097,22.949629,0.855676,17.495063,256.299332,10.524899,5.991532,1.314077,0.0,0.962793,0.372761,0.079841,5.846128,0.278172,7.539695,63.223276,1852.193641,582.238527,37.909603,14.076875,0.429913,16.928294,445.345893
2000-02-01,451.964797,17.657248,37.549074,1.385047,508.556166,1.187821,45.744719,5.038366,33.205246,1.463724,85.452055,11.821768,6.025421,613.043231,24.18247,383.117512,87.178443,6.814074,16.734039,65.381775,64.342562,91.970038,14.970459,0.81866,2.99133,75.982819,470.091988,42.907789,19.373732,10.38554,5.508271,79.750569,40.264893,7.979038,68.798108,9.176312,22.990626,1.392762,18.210533,248.562841,6.553479,4.018581,1.090393,0.0,0.426726,0.095244,0.076262,8.212925,56.734653,65.54581,56.287903,1907.761751,608.833867,36.907593,16.561617,0.859259,19.511679,440.505228
2000-03-01,506.244515,20.566808,37.397481,0.885141,565.093945,1.826689,54.633858,5.657136,44.988248,2.298675,107.577917,10.281344,4.946029,689.725924,23.448424,406.290749,105.87772,9.751935,19.674912,79.546655,79.20979,88.255601,16.418747,5.434258,3.976853,80.655322,534.827004,46.025211,21.218735,10.088085,13.317682,92.809523,38.15376,10.865968,79.815703,9.646687,22.714505,0.927715,26.510136,281.443997,9.614374,3.996141,1.415106,0.0,0.34,0.138392,0.115487,7.896791,37.326109,45.816779,75.112833,2116.315833,688.330121,48.628623,15.892175,0.49037,20.063844,474.727421
2000-04-01,491.534941,27.002861,35.343901,0.890343,554.772046,1.401265,45.643725,5.425893,42.681724,2.958371,96.709713,11.610837,6.155251,670.649112,25.320168,350.431642,102.367876,4.561155,13.508408,82.466602,80.556642,79.099086,12.189662,1.150391,3.115189,52.826104,464.394615,32.5535,18.233541,10.167124,8.2591,78.69896,37.489874,8.740329,60.05756,7.932242,20.44181,0.912943,22.340295,236.614013,6.128229,6.583616,1.401718,0.0,3.434274,0.08397,0.033868,5.537062,36.284337,45.373511,61.830759,1905.387148,667.522055,40.330654,9.705825,0.583402,21.396366,418.433534
2000-05-01,594.553555,30.437966,36.148611,4.689883,665.830015,1.564221,52.583126,5.201623,48.970024,5.935946,112.690719,7.238062,7.835369,795.158386,28.178033,430.625787,112.304284,7.381353,16.564168,75.732208,81.722541,80.644878,16.101789,5.286318,3.964274,48.076638,488.570296,40.791845,19.437241,10.951684,15.698782,93.895458,43.740232,9.312479,85.747986,6.920842,25.758294,0.720185,36.107619,302.203095,9.154148,4.152204,1.960565,0.0,7.019266,0.200955,0.12442,7.272847,29.044436,43.661924,65.378915,2215.13106,790.070912,53.063845,13.042197,0.432144,19.939852,507.773844
2000-06-01,527.205569,36.966005,45.087167,1.067629,610.32637,1.364178,46.70367,3.962665,55.246393,2.241073,108.153801,8.205189,5.542558,733.592096,17.115931,426.326108,145.251907,7.180836,21.280102,76.354222,89.026437,90.835708,17.060057,1.700553,3.336867,67.871127,553.115514,33.217698,21.579745,9.818388,9.560949,105.710156,45.347059,10.981893,71.975237,8.048448,24.621935,1.140517,24.633791,292.459036,8.570805,4.484599,1.169107,0.0,0.709527,4.056197,0.143927,5.023446,22.380835,32.313932,68.132792,2178.239002,734.641344,44.842177,9.616301,0.313961,15.773105,498.688432
2000-07-01,591.256113,20.478429,39.836436,8.683006,660.253984,1.332358,50.746796,5.206107,47.262844,2.079839,105.295586,19.279323,10.878992,797.040243,41.108591,384.995724,101.819801,5.694938,24.290672,75.272355,86.225769,75.289567,13.7074,4.37047,4.044139,58.511374,486.321418,37.094933,21.879626,13.587326,23.298055,95.832558,46.312812,8.337004,100.227801,10.873822,20.11014,0.859971,27.970183,310.524291,10.202739,6.006325,1.250675,0.0,6.167768,4.058105,0.151907,4.909889,29.369887,44.657556,60.718049,2201.590618,789.354505,48.04098,10.790292,0.798957,27.897627,473.367159
2000-08-01,593.467957,21.127768,35.756879,0.609459,650.962063,1.645015,52.712013,5.152966,52.168811,2.389948,112.423738,9.363982,7.805903,782.200701,25.032149,420.612709,116.482459,9.445025,16.509679,81.206265,88.409358,98.025864,26.525656,1.550526,3.789454,63.153398,546.963844,41.86616,14.926032,13.136882,15.67971,117.581068,57.857142,10.690151,104.530421,16.890741,28.150092,0.868609,29.244565,365.812789,9.073999,7.299195,1.583749,0.0,20.032908,0.388653,2.850062,9.242322,13.865541,46.379486,70.86114,2319.562385,776.477004,58.484985,17.131327,0.314449,18.551911,497.813669
2000-09-01,548.579174,25.822017,37.819532,1.152789,613.373512,1.900173,50.745694,3.885792,54.018631,2.278589,110.928706,8.810477,8.400209,743.413077,15.337641,385.776954,100.852123,5.169764,13.693375,61.894259,75.848657,91.207708,14.432538,4.331332,2.750658,71.704723,473.10071,31.215573,18.632796,14.578131,9.238474,116.767223,54.62189,8.66942,68.063829,14.238056,20.68745,1.17314,32.339857,316.560865,12.150094,6.034414,1.524289,0.0,0.090136,0.278833,0.104931,9.807898,21.559666,31.841464,55.566235,2083.755144,737.7061,56.460182,12.218563,0.486511,16.875031,455.133226
2000-10-01,596.861278,24.45325,36.59227,2.216146,660.122944,2.027656,56.78483,5.218519,50.50568,1.9108,114.419829,10.968649,3.516698,791.055776,29.042877,443.4056,88.344258,6.457342,13.430692,68.064668,69.333264,69.675582,20.296653,2.114219,3.409716,70.504542,453.437342,41.806406,25.072434,15.941157,5.69224,125.567118,52.742728,8.595626,124.814377,12.468533,23.866226,1.132669,29.469122,378.656399,8.76368,5.196336,1.490281,15.365512,0.0,0.821691,0.0886,8.084104,6.13317,30.493077,63.118652,2251.365851,789.049134,51.76452,14.657599,0.582053,20.125624,522.948757
2000-11-01,536.396359,23.825299,31.440915,3.30969,594.972263,1.870355,58.065352,4.044233,56.603596,1.712381,120.425562,11.398706,5.708787,734.375673,25.154047,387.794671,98.079145,6.701533,21.064819,84.80632,100.287642,80.227268,27.700946,1.318733,5.050029,61.298621,525.123892,38.588836,17.381104,14.252455,3.583598,135.629591,42.324387,9.954994,105.187806,14.961448,22.80043,0.850138,27.457521,359.166315,8.054827,14.466847,1.103605,0.0,0.060572,0.14777,0.183809,6.7022,13.780302,20.874653,73.290171,2184.621858,730.667552,53.376765,11.881493,0.539379,19.025675,469.550214
2000-12-01,614.545564,29.069007,29.065405,2.799436,675.479412,2.1873,51.179506,2.595624,45.569399,1.113657,100.458186,13.098958,4.334259,795.558115,32.919549,376.927248,86.816381,5.653215,19.473913,77.133775,93.759108,82.30243,11.51701,1.217809,3.340169,59.30532,472.710108,32.190978,14.620537,12.996947,1.368403,97.402268,33.15607,8.82709,64.218564,13.892762,23.697493,0.555195,21.213086,262.962528,8.346687,2.983663,0.876383,0.0,0.06267,0.051369,0.070818,6.606668,21.643961,28.435486,53.855269,2064.560923,793.335168,44.994742,8.981592,0.552979,18.995539,455.416196
2001-01-01,480.656584,31.765096,31.095447,1.218458,544.735585,2.0054,46.916366,12.138794,47.159187,2.00618,108.220527,11.176357,5.270013,671.407882,29.544825,383.302409,107.356843,8.555641,14.153892,71.892052,60.288543,85.600549,11.00248,3.39003,3.298443,68.046675,461.558443,27.973295,17.180276,14.64968,0.781833,92.240606,43.137942,11.046292,73.804437,14.139683,22.781232,0.834307,25.789128,283.773627,8.806149,5.969684,1.779946,0.0,0.0,0.22568,0.072384,7.144526,11.260582,18.703172,56.597454,1954.05538,668.481215,51.86892,17.020183,0.539181,27.326731,460.006421
2001-02-01,452.835166,24.670475,29.51402,0.802424,507.822085,1.116507,45.369059,3.647129,40.409187,0.897461,90.322836,12.034544,6.519571,617.815543,12.883739,328.472632,98.246194,6.151745,12.470704,59.165211,81.190605,73.077477,11.291852,2.829215,4.668724,47.651279,428.551297,31.808291,21.111067,13.93476,6.465511,74.386071,33.598409,6.403972,66.945129,8.939039,18.463446,0.687114,19.731684,229.154864,6.584803,7.028255,2.054103,0.0,0.085335,0.201255,0.034379,7.757073,17.878934,25.956976,53.87445,1753.888,612.58148,35.761846,10.538728,0.453797,17.695641,381.764513
2001-03-01,528.306632,26.668726,32.050057,4.824945,591.85036,1.608119,48.155317,5.355287,50.241826,3.972384,107.724814,11.687124,5.5419,718.412317,21.321628,356.208914,107.118709,8.098084,14.269782,69.508743,76.261485,83.464211,20.478653,4.590195,3.281393,62.346506,490.759244,41.341483,16.258773,14.258294,6.051012,86.742899,37.557573,9.235902,93.863255,11.035217,20.685747,0.760796,22.630715,282.512104,9.054057,10.925539,1.494991,0.0,0.0,0.843175,2.856709,6.433806,17.992314,28.126004,79.577624,2034.960501,714.419372,44.269218,22.791539,0.548967,22.622914,427.772368
2001-04-01,549.231729,35.627584,28.728836,1.258717,614.846866,1.159845,44.811199,3.876913,33.526191,1.916245,84.130548,10.174403,4.727592,715.039254,25.431941,363.046836,95.312553,6.438647,17.667728,69.152314,66.848375,75.42379,13.391458,1.343744,3.177093,45.031488,428.169764,34.382574,13.642,12.386852,8.058672,92.360842,38.524027,8.943905,62.503718,10.670628,17.832719,1.001531,24.098535,255.935905,7.425298,4.35224,1.370208,0.0,0.0,0.13382,3.095274,4.879258,12.365591,20.473943,62.653372,1917.986285,711.725542,44.854569,8.575252,0.51034,17.127406,422.004968
2001-05-01,562.958698,23.432159,32.207703,2.483064,621.081624,1.90849,50.911401,3.653429,37.814636,1.83408,94.213546,10.766415,6.885229,734.855304,21.571539,401.539752,110.952107,7.082583,19.347914,61.506537,83.774211,80.392922,13.54135,1.369182,4.88341,46.622858,477.000484,47.52741,20.080161,13.926087,8.430753,109.572668,35.658958,12.688998,76.233839,9.946215,25.511228,1.21022,28.966475,299.788601,9.772835,2.246328,1.936259,0.0,2.234433,0.195163,0.072901,22.875188,0.467147,25.844832,63.786612,2080.779547,733.527967,52.934836,17.2152,1.456805,18.162414,460.925927
2001-06-01,476.972796,22.860793,25.215683,0.784139,525.833411,0.970968,52.806287,4.077441,36.315164,1.25966,94.458552,8.242751,7.518374,637.024056,16.55399,327.24461,81.882621,8.713682,15.808109,66.685362,59.669728,66.953485,13.178077,4.29959,3.084842,48.07268,402.586024,34.237848,19.73893,11.528655,18.710033,97.112764,34.342909,11.110151,43.193123,9.66728,21.073812,0.593021,24.86739,241.96045,4.006155,5.04211,1.73998,0.0,0.0,0.397457,0.08407,29.755457,12.409981,42.646965,48.549726,1777.331684,633.21387,46.510368,7.381921,1.044917,14.55082,380.113764
2001-07-01,466.909157,25.695762,23.524652,3.818834,519.948405,1.404211,45.844765,3.518663,37.320277,1.783515,88.46722,7.62783,4.195535,621.643201,15.154537,306.852524,96.047133,7.786736,14.935357,63.905642,59.376152,78.106452,12.175314,1.1914,4.193653,40.288862,420.574148,42.567447,17.789897,11.136876,27.756043,94.132407,39.277788,7.8504,60.258093,12.464863,19.78823,1.215913,24.285082,259.272776,4.847783,5.501051,1.134016,0.0,0.076783,0.83584,0.046472,8.070383,18.646858,27.676336,50.009702,1769.34889,620.776767,46.070633,7.380055,0.497335,14.334219,359.327338
2001-08-01,449.617676,25.85992,26.594586,4.251968,506.32415,1.800827,37.541391,3.906638,41.795618,2.825683,86.06933,9.934703,6.092579,610.221589,18.020322,312.906086,88.610767,6.193776,20.945641,64.56677,73.956481,78.852203,19.085214,1.747678,5.279438,45.407433,444.287447,39.642046,14.255853,12.631821,11.294023,95.409863,45.47118,10.256886,79.704039,10.831029,20.374549,0.733759,23.52869,286.309995,5.65309,6.096155,1.212628,0.0,0.0,0.166625,0.103791,21.233228,26.316562,47.820206,51.551715,1822.26093,607.241178,45.582409,8.176408,0.722546,18.467851,372.722026
2001-09-01,354.487288,20.665214,26.831574,1.495679,403.479755,1.463671,37.655093,3.092876,34.215918,1.177159,76.141046,7.101248,3.217971,491.403691,12.368218,235.219511,78.64473,6.336543,11.820541,43.863005,51.409573,59.599313,7.929397,1.888638,2.65856,37.188469,330.0822,28.743431,11.160285,10.317216,7.058747,110.169422,34.232261,6.89886,60.445604,10.137797,13.993693,0.688197,17.075374,253.641208,5.006244,4.060581,2.578449,0.0,0.110389,2.425217,0.085133,5.797551,12.382726,20.801016,47.795349,1431.492715,490.076429,34.800347,10.573738,0.73346,12.834954,281.803647
2001-10-01,387.010622,29.821943,27.104693,1.004291,444.941549,2.698105,37.00681,3.797043,23.79591,1.05357,65.653333,10.100429,8.287077,531.680493,11.522392,271.743648,75.225207,6.266585,11.520349,57.682993,56.790548,53.719995,9.517752,1.136687,2.141769,31.61256,340.00388,34.389435,14.011151,12.692814,5.497443,125.573223,29.552096,8.591547,68.98791,13.174317,18.550351,0.785419,18.281565,283.496428,5.456831,1.500055,1.040715,0.0,0.0,0.112588,0.054252,3.802282,0.496174,4.465296,28.724941,1511.836087,525.064007,40.950565,6.610728,0.448877,17.649147,307.06195
2001-11-01,335.424052,18.384223,27.482076,2.310942,383.601293,2.745398,36.469202,1.517655,31.127743,1.583047,70.697647,8.766447,3.725426,469.536211,10.149285,230.654019,67.221477,5.973364,10.269053,52.421635,43.319063,56.430753,12.987009,3.776917,2.555071,28.441342,309.824275,26.428591,12.654602,15.408307,8.280545,87.805287,27.260079,8.423301,55.198364,10.668852,17.871253,0.753695,15.26115,223.241981,5.710608,4.630165,1.524353,0.0,0.041384,2.208553,0.016125,3.31651,0.303703,5.886275,36.23325,1333.733876,469.013865,35.189919,7.21488,0.549146,14.612547,271.931047
2001-12-01,233.352082,17.351628,18.624596,1.188008,270.516314,1.693019,22.236619,1.301937,23.667292,1.026617,48.232465,9.131459,3.627214,333.200471,7.003088,219.755658,45.329377,3.777058,5.121781,32.007485,21.903306,47.046533,7.203905,0.588516,2.572752,20.618841,204.619979,18.450425,9.069366,7.863582,0.572265,47.000253,10.905927,3.673474,26.118391,6.76695,13.478568,0.345105,9.910978,118.199646,3.244722,1.257132,1.347738,0.0,0.0,0.032673,0.041906,2.427364,0.185548,2.687491,23.084152,931.90529,330.51527,20.708836,11.068767,0.431698,13.153032,250.426038
